Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2001,Rat Race,19.373,1389,BELOW_AVERAGE,Adventure
2001,Rat Race,19.373,1389,BELOW_AVERAGE,Comedy
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",19.372,1129,BELOW_AVERAGE,Family
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",19.372,1129,BELOW_AVERAGE,Comedy
2018,Real Girl,19.371,6,BELOW_AVERAGE,Romance
1983,Lone Wolf McQuade,19.368,243,AVERAGE,Action
1983,Lone Wolf McQuade,19.368,243,AVERAGE,Western
1983,Lone Wolf McQuade,19.368,243,AVERAGE,Crime
1979,Star of David: Beauty Hunting,19.366,19,BELOW_AVERAGE,Horror
1979,Star of David: Beauty Hunting,19.366,19,BELOW_AVERAGE,Thriller
2020,They Reach,19.365,55,POPULAR,Adventure
2020,They Reach,19.365,55,POPULAR,Horror
1973,Three Wishes for Cinderella,19.362,255,POPULAR,Fantasy
1973,Three Wishes for Cinderella,19.362,255,POPULAR,Family
1973,Three Wishes for Cinderella,19.362,255,POPULAR,Romance
2009,Mega Shark vs. Giant Octopus,19.357,186,NOT_POPULAR,Horror
2009,Mega Shark vs. Giant Octopus,19.357,186,NOT_POPULAR,Science Fiction
2020,Minamata,19.348,119,AVERAGE,Drama
2020,Minamata,19.348,119,AVERAGE,History
2020,Capone,19.345,240,NOT_POPULAR,Crime
2020,Capone,19.345,240,NOT_POPULAR,Drama
2014,Wolves,19.344,228,BELOW_AVERAGE,Horror
2014,Wolves,19.344,228,BELOW_AVERAGE,Action
1984,Sheena,19.344,105,NOT_POPULAR,Action
1984,Sheena,19.344,105,NOT_POPULAR,Adventure
1984,Sheena,19.344,105,NOT_POPULAR,Comedy
1984,Sheena,19.344,105,NOT_POPULAR,Fantasy
1984,Sheena,19.344,105,NOT_POPULAR,Science Fiction
1996,Maximum Risk,19.344,351,NOT_POPULAR,Action
1996,Maximum Risk,19.344,351,NOT_POPULAR,Thriller
2009,Cristiano de la Secreta,19.343,31,AVERAGE,Comedy
2001,Vanilla Sky,19.341,3198,AVERAGE,Romance
2001,Vanilla Sky,19.341,3198,AVERAGE,Science Fiction
2001,Vanilla Sky,19.341,3198,AVERAGE,Fantasy
2001,Vanilla Sky,19.341,3198,AVERAGE,Thriller
2006,Snakes on a Plane,19.341,1353,NOT_POPULAR,Action
2006,Snakes on a Plane,19.341,1353,NOT_POPULAR,Crime
2006,Snakes on a Plane,19.341,1353,NOT_POPULAR,Thriller
2006,Snakes on a Plane,19.341,1353,NOT_POPULAR,Horror
2018,No Escape Room,19.337,149,BELOW_AVERAGE,Horror
2018,No Escape Room,19.337,149,BELOW_AVERAGE,Thriller
2018,No Escape Room,19.337,149,BELOW_AVERAGE,Mystery
2008,The Chaser,19.334,892,POPULAR,Crime
2008,The Chaser,19.334,892,POPULAR,Drama
2008,The Chaser,19.334,892,POPULAR,Thriller
2018,Hell Fest,19.333,646,NOT_POPULAR,Horror
2012,The Five-Year Engagement,19.328,1113,NOT_POPULAR,Comedy
2012,The Five-Year Engagement,19.328,1113,NOT_POPULAR,Romance
1992,Sister Act,19.324,2547,AVERAGE,Music
1992,Sister Act,19.324,2547,AVERAGE,Comedy
2018,I Still See You,19.314,491,AVERAGE,Thriller
2018,I Still See You,19.314,491,AVERAGE,Fantasy
1977,Saturday Night Fever,19.313,1511,AVERAGE,Drama
1977,Saturday Night Fever,19.313,1511,AVERAGE,Music
1960,13 Ghosts,19.312,95,NOT_POPULAR,Horror
2001,Zoolander,19.311,3441,BELOW_AVERAGE,Comedy
2007,Lars and the Real Girl,19.31,1363,AVERAGE,Comedy
2007,Lars and the Real Girl,19.31,1363,AVERAGE,Drama
2007,Lars and the Real Girl,19.31,1363,AVERAGE,Romance
2020,The Night Clerk,19.305,420,BELOW_AVERAGE,Thriller
2020,The Night Clerk,19.305,420,BELOW_AVERAGE,Crime
2020,The Night Clerk,19.305,420,BELOW_AVERAGE,Drama
2019,Young Sister-in-law 3,19.302,4,BELOW_AVERAGE,Romance
2018,Kin,19.302,666,BELOW_AVERAGE,Science Fiction
2018,Kin,19.302,666,BELOW_AVERAGE,Action
2003,The Core,19.301,1376,NOT_POPULAR,Action
2003,The Core,19.301,1376,NOT_POPULAR,Thriller
2003,The Core,19.301,1376,NOT_POPULAR,Adventure
2003,The Core,19.301,1376,NOT_POPULAR,Science Fiction
2019,In the Tall Grass,19.297,1664,NOT_POPULAR,Horror
2019,In the Tall Grass,19.297,1664,NOT_POPULAR,Drama
2019,In the Tall Grass,19.297,1664,NOT_POPULAR,Thriller
2017,Harry Potter: A History Of Magic,19.297,35,AVERAGE,Documentary
1993,Homeward Bound: The Incredible Journey,19.295,794,AVERAGE,Adventure
1993,Homeward Bound: The Incredible Journey,19.295,794,AVERAGE,Comedy
1993,Homeward Bound: The Incredible Journey,19.295,794,AVERAGE,Drama
1993,Homeward Bound: The Incredible Journey,19.295,794,AVERAGE,Family
2021,Je suis Karl,19.294,20,NOT_POPULAR,Drama
2014,Finding Vivian Maier,19.293,241,POPULAR,Documentary
2004,The Stepford Wives,19.293,1058,NOT_POPULAR,Comedy
2004,The Stepford Wives,19.293,1058,NOT_POPULAR,Science Fiction
2004,The Stepford Wives,19.293,1058,NOT_POPULAR,Horror
2004,The Stepford Wives,19.293,1058,NOT_POPULAR,Thriller
1992,Braindead,19.286,1197,POPULAR,Horror
1992,Braindead,19.286,1197,POPULAR,Comedy
2021,Chilangolandia,19.284,70,AVERAGE,Comedy
2001,The Matrix Revisited,19.284,154,AVERAGE,Documentary
2014,The Possession of Michael King,19.281,292,BELOW_AVERAGE,Horror
2018,Ibiza,19.28,1067,NOT_POPULAR,Comedy
2018,Ibiza,19.28,1067,NOT_POPULAR,Romance
2012,Safe House,19.28,2917,BELOW_AVERAGE,Action
2012,Safe House,19.28,2917,BELOW_AVERAGE,Thriller
2021,Love Hard,19.278,1001,AVERAGE,Comedy
2021,Love Hard,19.278,1001,AVERAGE,Romance
2019,The Informer,19.277,557,BELOW_AVERAGE,Drama
2019,The Informer,19.277,557,BELOW_AVERAGE,Crime
2019,The Informer,19.277,557,BELOW_AVERAGE,Thriller
2008,Passengers,19.275,676,BELOW_AVERAGE,Drama
2008,Passengers,19.275,676,BELOW_AVERAGE,Mystery
2008,Passengers,19.275,676,BELOW_AVERAGE,Thriller
2008,Passengers,19.275,676,BELOW_AVERAGE,Romance
2005,Match Point,19.274,3341,POPULAR,Drama
2005,Match Point,19.274,3341,POPULAR,Thriller
2005,Match Point,19.274,3341,POPULAR,Crime
2005,Match Point,19.274,3341,POPULAR,Romance
2009,Dorian Gray,19.273,1778,BELOW_AVERAGE,Fantasy
2009,Dorian Gray,19.273,1778,BELOW_AVERAGE,Drama
2009,Dorian Gray,19.273,1778,BELOW_AVERAGE,Thriller
2019,I Spit on Your Grave: Déjà Vu,19.271,66,NOT_POPULAR,Horror
2019,I Spit on Your Grave: Déjà Vu,19.271,66,NOT_POPULAR,Thriller
2000,Next Friday,19.269,427,BELOW_AVERAGE,Comedy
2015,Little Witch Academia: The Enchanted Parade,19.266,76,POPULAR,Action
2015,Little Witch Academia: The Enchanted Parade,19.266,76,POPULAR,Animation
2015,Little Witch Academia: The Enchanted Parade,19.266,76,POPULAR,Fantasy
2015,Little Witch Academia: The Enchanted Parade,19.266,76,POPULAR,Comedy
2014,Jarhead 2: Field of Fire,19.266,215,BELOW_AVERAGE,War
2014,Jarhead 2: Field of Fire,19.266,215,BELOW_AVERAGE,Action
2000,What Lies Beneath,19.266,1414,BELOW_AVERAGE,Drama
2000,What Lies Beneath,19.266,1414,BELOW_AVERAGE,Horror
2000,What Lies Beneath,19.266,1414,BELOW_AVERAGE,Mystery
2000,What Lies Beneath,19.266,1414,BELOW_AVERAGE,Thriller
1982,48 Hrs.,19.266,1094,AVERAGE,Thriller
1982,48 Hrs.,19.266,1094,AVERAGE,Action
1982,48 Hrs.,19.266,1094,AVERAGE,Comedy
1982,48 Hrs.,19.266,1094,AVERAGE,Crime
1982,48 Hrs.,19.266,1094,AVERAGE,Drama
2009,Blood: The Last Vampire,19.263,275,NOT_POPULAR,Action
2009,Blood: The Last Vampire,19.263,275,NOT_POPULAR,Adventure
2009,Blood: The Last Vampire,19.263,275,NOT_POPULAR,Horror
2009,Blood: The Last Vampire,19.263,275,NOT_POPULAR,Science Fiction
2009,Blood: The Last Vampire,19.263,275,NOT_POPULAR,Thriller
2018,Primal Rage,19.261,91,NOT_POPULAR,Horror
1986,Short Circuit,19.261,1135,AVERAGE,Comedy
1986,Short Circuit,19.261,1135,AVERAGE,Family
1986,Short Circuit,19.261,1135,AVERAGE,Science Fiction
2016,The Midnight Man,19.26,349,NOT_POPULAR,Horror
2014,Expelled from Paradise,19.251,54,BELOW_AVERAGE,Action
2014,Expelled from Paradise,19.251,54,BELOW_AVERAGE,Animation
2014,Expelled from Paradise,19.251,54,BELOW_AVERAGE,Science Fiction
2005,Dominion: Prequel to The Exorcist,19.249,241,NOT_POPULAR,Horror
2005,Dominion: Prequel to The Exorcist,19.249,241,NOT_POPULAR,Drama
1977,Suspiria,19.248,2216,POPULAR,Horror
2008,Deception,19.247,516,NOT_POPULAR,Thriller
2005,Cinderella Man,19.246,1728,POPULAR,Romance
2005,Cinderella Man,19.246,1728,POPULAR,Drama
2005,Cinderella Man,19.246,1728,POPULAR,History
2020,Rogue,19.242,548,NOT_POPULAR,Action
2020,Rogue,19.242,548,NOT_POPULAR,Adventure
2003,Infernal Affairs III,19.242,194,AVERAGE,Crime
2003,Infernal Affairs III,19.242,194,AVERAGE,Drama
2003,Infernal Affairs III,19.242,194,AVERAGE,Action
2004,Exorcist: The Beginning,19.241,578,NOT_POPULAR,Horror
2004,Exorcist: The Beginning,19.241,578,NOT_POPULAR,Mystery
2004,Exorcist: The Beginning,19.241,578,NOT_POPULAR,Thriller
2002,The Crime of Padre Amaro,19.238,200,BELOW_AVERAGE,Drama
2002,The Crime of Padre Amaro,19.238,200,BELOW_AVERAGE,Romance
2015,Palm Trees in the Snow,19.23,462,POPULAR,Drama
2015,Palm Trees in the Snow,19.23,462,POPULAR,History
2015,Palm Trees in the Snow,19.23,462,POPULAR,Romance
1999,Fantasia 2000,19.229,1009,AVERAGE,Animation
1999,Fantasia 2000,19.229,1009,AVERAGE,Family
1999,Fantasia 2000,19.229,1009,AVERAGE,Music
2005,Revolver,19.227,1022,BELOW_AVERAGE,Drama
2005,Revolver,19.227,1022,BELOW_AVERAGE,Thriller
2005,Revolver,19.227,1022,BELOW_AVERAGE,Crime
2005,Revolver,19.227,1022,BELOW_AVERAGE,Mystery
2016,Weaponized,19.225,28,NOT_POPULAR,Thriller
2016,Weaponized,19.225,28,NOT_POPULAR,Action
2016,Weaponized,19.225,28,NOT_POPULAR,Science Fiction
2013,Hope,19.225,324,POPULAR,Drama
2018,Tomb Invader,19.224,46,NOT_POPULAR,Action
2018,Tomb Invader,19.224,46,NOT_POPULAR,Adventure
2018,Tomb Invader,19.224,46,NOT_POPULAR,TV Movie
2011,Tinker Tailor Soldier Spy,19.22,2069,AVERAGE,Drama
2011,Tinker Tailor Soldier Spy,19.22,2069,AVERAGE,Thriller
2011,Tinker Tailor Soldier Spy,19.22,2069,AVERAGE,Mystery
1975,The Rocky Horror Picture Show,19.219,2191,POPULAR,Comedy
1975,The Rocky Horror Picture Show,19.219,2191,POPULAR,Science Fiction
1975,The Rocky Horror Picture Show,19.219,2191,POPULAR,Fantasy
1975,The Rocky Horror Picture Show,19.219,2191,POPULAR,Horror
2001,Spy Game,19.217,1617,AVERAGE,Action
2001,Spy Game,19.217,1617,AVERAGE,Crime
2001,Spy Game,19.217,1617,AVERAGE,Thriller
2020,The Stranger by the Shore,19.216,38,POPULAR,Animation
2020,The Stranger by the Shore,19.216,38,POPULAR,Romance
2020,The Stranger by the Shore,19.216,38,POPULAR,Drama
2022,Studio 666,19.215,6,AVERAGE,Horror
2022,Studio 666,19.215,6,AVERAGE,Comedy
2022,Studio 666,19.215,6,AVERAGE,Music
1972,Fritz the Cat,19.215,227,BELOW_AVERAGE,Animation
1972,Fritz the Cat,19.215,227,BELOW_AVERAGE,Comedy
1972,Fritz the Cat,19.215,227,BELOW_AVERAGE,Drama
2021,Edge of the World,19.214,30,NOT_POPULAR,Adventure
2021,Edge of the World,19.214,30,NOT_POPULAR,Drama
2021,Edge of the World,19.214,30,NOT_POPULAR,History
2019,Travis Scott: Look Mom I Can Fly,19.212,175,AVERAGE,Documentary
2019,Travis Scott: Look Mom I Can Fly,19.212,175,AVERAGE,Music
2003,The Ghost of Lord Farquaad,19.205,189,NOT_POPULAR,Fantasy
2003,The Ghost of Lord Farquaad,19.205,189,NOT_POPULAR,Animation
2003,The Ghost of Lord Farquaad,19.205,189,NOT_POPULAR,Comedy
2003,The Ghost of Lord Farquaad,19.205,189,NOT_POPULAR,Family
2003,The Ghost of Lord Farquaad,19.205,189,NOT_POPULAR,Adventure
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Animation
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Family
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Comedy
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Mystery
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Science Fiction
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Adventure
2000,Scooby-Doo and the Alien Invaders,19.203,269,AVERAGE,Fantasy
1970,Kelly's Heroes,19.201,524,POPULAR,Adventure
1970,Kelly's Heroes,19.201,524,POPULAR,Comedy
1970,Kelly's Heroes,19.201,524,POPULAR,War
1991,My Girl,19.2,1639,POPULAR,Comedy
1991,My Girl,19.2,1639,POPULAR,Drama
2006,The Break-Up,19.199,2224,NOT_POPULAR,Romance
2006,The Break-Up,19.199,2224,NOT_POPULAR,Comedy
2019,The Final Wish,19.195,107,NOT_POPULAR,Horror
2012,Upside Down,19.191,2146,BELOW_AVERAGE,Romance
2012,Upside Down,19.191,2146,BELOW_AVERAGE,Science Fiction
2012,Upside Down,19.191,2146,BELOW_AVERAGE,Drama
2012,Upside Down,19.191,2146,BELOW_AVERAGE,Fantasy
2018,Terminal,19.186,622,NOT_POPULAR,Crime
2018,Terminal,19.186,622,NOT_POPULAR,Drama
2018,Terminal,19.186,622,NOT_POPULAR,Thriller
2014,Dead Snow 2: Red vs. Dead,19.184,476,AVERAGE,Horror
2014,Dead Snow 2: Red vs. Dead,19.184,476,AVERAGE,Action
2014,Dead Snow 2: Red vs. Dead,19.184,476,AVERAGE,Comedy
2019,Into the Labyrinth,19.181,357,BELOW_AVERAGE,Thriller
2019,Into the Labyrinth,19.181,357,BELOW_AVERAGE,Mystery
2020,The Secret Garden,19.18,451,BELOW_AVERAGE,Family
2020,The Secret Garden,19.18,451,BELOW_AVERAGE,Fantasy
2020,The Secret Garden,19.18,451,BELOW_AVERAGE,Drama
2005,SPL: Kill Zone,19.18,210,AVERAGE,Action
2005,SPL: Kill Zone,19.18,210,AVERAGE,Crime
2005,SPL: Kill Zone,19.18,210,AVERAGE,Drama
2005,SPL: Kill Zone,19.18,210,AVERAGE,Thriller
2000,The Family Man,19.18,1500,AVERAGE,Comedy
2000,The Family Man,19.18,1500,AVERAGE,Drama
2000,The Family Man,19.18,1500,AVERAGE,Romance
2000,The Family Man,19.18,1500,AVERAGE,Fantasy
1997,Cop Land,19.173,1127,AVERAGE,Action
1997,Cop Land,19.173,1127,AVERAGE,Crime
1997,Cop Land,19.173,1127,AVERAGE,Drama
1995,Bushwhacked,19.169,93,NOT_POPULAR,Adventure
1995,Bushwhacked,19.169,93,NOT_POPULAR,Family
1995,Bushwhacked,19.169,93,NOT_POPULAR,Comedy
2020,The Yin-Yang Master: Dream of Eternity,19.168,116,POPULAR,Action
2020,The Yin-Yang Master: Dream of Eternity,19.168,116,POPULAR,Drama
2020,The Yin-Yang Master: Dream of Eternity,19.168,116,POPULAR,Fantasy
2020,The Yin-Yang Master: Dream of Eternity,19.168,116,POPULAR,Mystery
2020,The Yin-Yang Master: Dream of Eternity,19.168,116,POPULAR,Science Fiction
2016,The Trust,19.168,365,NOT_POPULAR,Crime
2016,The Trust,19.168,365,NOT_POPULAR,Thriller
2013,Force of Execution,19.167,63,NOT_POPULAR,Action
2013,Force of Execution,19.167,63,NOT_POPULAR,Crime
2013,Ghost in the Shell Arise - Border 2: Ghost Whispers,19.165,97,AVERAGE,Action
2013,Ghost in the Shell Arise - Border 2: Ghost Whispers,19.165,97,AVERAGE,Animation
2013,Ghost in the Shell Arise - Border 2: Ghost Whispers,19.165,97,AVERAGE,Science Fiction
2013,Ghost in the Shell Arise - Border 2: Ghost Whispers,19.165,97,AVERAGE,Thriller
1991,Problem Child 2,19.161,459,NOT_POPULAR,Comedy
1983,Sudden Impact,19.16,639,BELOW_AVERAGE,Crime
1983,Sudden Impact,19.16,639,BELOW_AVERAGE,Action
1983,Sudden Impact,19.16,639,BELOW_AVERAGE,Thriller
2016,Gold,19.156,1307,AVERAGE,Adventure
2016,Gold,19.156,1307,AVERAGE,Drama
2016,Gold,19.156,1307,AVERAGE,Thriller
1958,The Vikings,19.156,220,AVERAGE,Action
1958,The Vikings,19.156,220,AVERAGE,Adventure
1958,The Vikings,19.156,220,AVERAGE,History
2004,The Life Aquatic with Steve Zissou,19.154,2199,POPULAR,Adventure
2004,The Life Aquatic with Steve Zissou,19.154,2199,POPULAR,Comedy
2004,The Life Aquatic with Steve Zissou,19.154,2199,POPULAR,Drama
1997,Pooh's Grand Adventure: The Search for Christopher Robin,19.149,262,AVERAGE,Animation
1997,Pooh's Grand Adventure: The Search for Christopher Robin,19.149,262,AVERAGE,Family
1997,Pooh's Grand Adventure: The Search for Christopher Robin,19.149,262,AVERAGE,Adventure
2020,The Water Man,19.141,188,BELOW_AVERAGE,Adventure
2015,Aloha,19.14,1733,NOT_POPULAR,Drama
2015,Aloha,19.14,1733,NOT_POPULAR,Comedy
2015,Aloha,19.14,1733,NOT_POPULAR,Romance
2017,The Snowman,19.139,1859,NOT_POPULAR,Crime
2017,The Snowman,19.139,1859,NOT_POPULAR,Thriller
2017,The Snowman,19.139,1859,NOT_POPULAR,Horror
2012,The Woman in Black,19.138,2961,BELOW_AVERAGE,Drama
2012,The Woman in Black,19.138,2961,BELOW_AVERAGE,Horror
2012,The Woman in Black,19.138,2961,BELOW_AVERAGE,Thriller
2021,Untold: Crimes & Penalties,19.134,19,AVERAGE,Documentary
2021,Untold: Crimes & Penalties,19.134,19,AVERAGE,Crime
2001,Moulin Rouge!,19.134,3752,POPULAR,Drama
2001,Moulin Rouge!,19.134,3752,POPULAR,Romance
2001,Moulin Rouge!,19.134,3752,POPULAR,Music
2016,Brimstone,19.13,834,AVERAGE,Western
2016,Brimstone,19.13,834,AVERAGE,Mystery
2016,Brimstone,19.13,834,AVERAGE,Thriller
2016,Brimstone,19.13,834,AVERAGE,Drama
2018,Golden Job,19.128,59,BELOW_AVERAGE,Action
2018,Golden Job,19.128,59,BELOW_AVERAGE,Adventure
2018,Golden Job,19.128,59,BELOW_AVERAGE,Crime
1987,Teen Wolf Too,19.128,145,NOT_POPULAR,Comedy
1987,Teen Wolf Too,19.128,145,NOT_POPULAR,Fantasy
1987,Teen Wolf Too,19.128,145,NOT_POPULAR,Family
2018,Alien Overlords,19.124,10,NOT_POPULAR,Action
2018,Alien Overlords,19.124,10,NOT_POPULAR,Science Fiction
2018,Alien Overlords,19.124,10,NOT_POPULAR,Drama
2018,Alien Overlords,19.124,10,NOT_POPULAR,Horror
2012,Here Comes the Boom,19.123,1188,BELOW_AVERAGE,Comedy
2012,Here Comes the Boom,19.123,1188,BELOW_AVERAGE,Action
1984,Missing in Action,19.121,342,NOT_POPULAR,Action
1984,Missing in Action,19.121,342,NOT_POPULAR,Adventure
1984,Missing in Action,19.121,342,NOT_POPULAR,Thriller
1984,Missing in Action,19.121,342,NOT_POPULAR,War
2009,The Men Who Stare at Goats,19.121,1806,BELOW_AVERAGE,Comedy
2009,The Men Who Stare at Goats,19.121,1806,BELOW_AVERAGE,War
1973,The Day of the Jackal,19.12,391,POPULAR,Action
1973,The Day of the Jackal,19.12,391,POPULAR,Thriller
2021,Joe Bell,19.118,58,NOT_POPULAR,Drama
2021,Joe Bell,19.118,58,NOT_POPULAR,Adventure
1992,Twin Peaks: Fire Walk with Me,19.115,1444,POPULAR,Drama
1992,Twin Peaks: Fire Walk with Me,19.115,1444,POPULAR,Mystery
1992,Twin Peaks: Fire Walk with Me,19.115,1444,POPULAR,Horror
2010,The Disappearance of Haruhi Suzumiya,19.11,157,POPULAR,Comedy
2010,The Disappearance of Haruhi Suzumiya,19.11,157,POPULAR,Science Fiction
2010,The Disappearance of Haruhi Suzumiya,19.11,157,POPULAR,Mystery
2010,The Disappearance of Haruhi Suzumiya,19.11,157,POPULAR,Animation
2010,The Disappearance of Haruhi Suzumiya,19.11,157,POPULAR,Drama
2010,The Bounty Hunter,19.11,2363,NOT_POPULAR,Comedy
2010,The Bounty Hunter,19.11,2363,NOT_POPULAR,Action
2010,The Bounty Hunter,19.11,2363,NOT_POPULAR,Drama
2000,Billy Elliot,19.104,3152,POPULAR,Drama
2000,Billy Elliot,19.104,3152,POPULAR,Comedy
2000,Billy Elliot,19.104,3152,POPULAR,Music
2007,The Heartbreak Kid,19.102,1292,NOT_POPULAR,Comedy
2007,The Heartbreak Kid,19.102,1292,NOT_POPULAR,Romance
2002,Insomnia,19.097,3670,AVERAGE,Crime
2002,Insomnia,19.097,3670,AVERAGE,Mystery
2002,Insomnia,19.097,3670,AVERAGE,Thriller
1998,Rounders,19.092,1330,AVERAGE,Drama
1998,Rounders,19.092,1330,AVERAGE,Crime
2018,Benji,19.089,243,AVERAGE,Crime
2018,Benji,19.089,243,AVERAGE,Drama
2001,K-PAX,19.089,1831,POPULAR,Science Fiction
2001,K-PAX,19.089,1831,POPULAR,Drama
2014,Trash,19.086,501,AVERAGE,Adventure
2014,Trash,19.086,501,AVERAGE,Crime
2014,Trash,19.086,501,AVERAGE,Drama
2014,Trash,19.086,501,AVERAGE,Thriller
2004,Crimson Rivers II: Angels of the Apocalypse,19.085,552,BELOW_AVERAGE,Action
2004,Crimson Rivers II: Angels of the Apocalypse,19.085,552,BELOW_AVERAGE,Thriller
2004,Crimson Rivers II: Angels of the Apocalypse,19.085,552,BELOW_AVERAGE,Crime
2001,Along Came a Spider,19.085,1406,BELOW_AVERAGE,Crime
2001,Along Came a Spider,19.085,1406,BELOW_AVERAGE,Mystery
2001,Along Came a Spider,19.085,1406,BELOW_AVERAGE,Thriller
2001,Along Came a Spider,19.085,1406,BELOW_AVERAGE,Action
2006,Superman II: The Richard Donner Cut,19.084,174,POPULAR,Science Fiction
2006,Superman II: The Richard Donner Cut,19.084,174,POPULAR,Action
2006,Superman II: The Richard Donner Cut,19.084,174,POPULAR,Adventure
2019,Pain and Glory,19.08,1438,POPULAR,Drama
2013,Puppylove,19.08,24,NOT_POPULAR,Romance
2013,Puppylove,19.08,24,NOT_POPULAR,Drama
2011,Tom and Jerry & The Wizard of Oz,19.076,75,BELOW_AVERAGE,Family
2011,Tom and Jerry & The Wizard of Oz,19.076,75,BELOW_AVERAGE,Animation
2011,Tom and Jerry & The Wizard of Oz,19.076,75,BELOW_AVERAGE,Comedy
2011,Tom and Jerry & The Wizard of Oz,19.076,75,BELOW_AVERAGE,Fantasy
2015,The Scorpion King 4: Quest for Power,19.074,157,NOT_POPULAR,Action
2015,The Scorpion King 4: Quest for Power,19.074,157,NOT_POPULAR,Adventure
2015,The Scorpion King 4: Quest for Power,19.074,157,NOT_POPULAR,Fantasy
1976,All the President's Men,19.071,1366,POPULAR,Drama
1976,All the President's Men,19.071,1366,POPULAR,History
1976,All the President's Men,19.071,1366,POPULAR,Mystery
1976,All the President's Men,19.071,1366,POPULAR,Thriller
2012,StreetDance 2,19.07,327,BELOW_AVERAGE,Music
2012,StreetDance 2,19.07,327,BELOW_AVERAGE,Romance
2012,StreetDance 2,19.07,327,BELOW_AVERAGE,Drama
2012,Seven Psychopaths,19.065,3121,AVERAGE,Comedy
2012,Seven Psychopaths,19.065,3121,AVERAGE,Crime
2006,Tales from Earthsea,19.064,1012,AVERAGE,Animation
2006,Tales from Earthsea,19.064,1012,AVERAGE,Fantasy
2006,Tales from Earthsea,19.064,1012,AVERAGE,Adventure
1987,Law of Desire,19.063,192,POPULAR,Comedy
1987,Law of Desire,19.063,192,POPULAR,Drama
1987,Law of Desire,19.063,192,POPULAR,Thriller
2018,Prospect,19.061,552,BELOW_AVERAGE,Science Fiction
2004,Flight of the Phoenix,19.057,674,BELOW_AVERAGE,Action
2004,Flight of the Phoenix,19.057,674,BELOW_AVERAGE,Adventure
2004,Flight of the Phoenix,19.057,674,BELOW_AVERAGE,Drama
2004,Flight of the Phoenix,19.057,674,BELOW_AVERAGE,Thriller
2018,Downrange,19.056,229,NOT_POPULAR,Thriller
2018,Downrange,19.056,229,NOT_POPULAR,Horror
2013,One Direction: This Is Us,19.054,885,POPULAR,Documentary
2013,One Direction: This Is Us,19.054,885,POPULAR,Music
2019,The Fanatic,19.053,200,NOT_POPULAR,Crime
2019,The Fanatic,19.053,200,NOT_POPULAR,Thriller
2004,Christmas with the Kranks,19.051,848,BELOW_AVERAGE,Comedy
2004,Christmas with the Kranks,19.051,848,BELOW_AVERAGE,Family
1998,Batman & Mr. Freeze: SubZero,19.05,314,AVERAGE,Animation
1998,Batman & Mr. Freeze: SubZero,19.05,314,AVERAGE,Action
1998,Batman & Mr. Freeze: SubZero,19.05,314,AVERAGE,Crime
1998,Batman & Mr. Freeze: SubZero,19.05,314,AVERAGE,Family
2011,Quarantine 2: Terminal,19.049,430,NOT_POPULAR,Horror
2011,Quarantine 2: Terminal,19.049,430,NOT_POPULAR,Mystery
2011,Quarantine 2: Terminal,19.049,430,NOT_POPULAR,Science Fiction
1999,The Virgin Suicides,19.043,2435,AVERAGE,Drama
1999,The Virgin Suicides,19.043,2435,AVERAGE,Romance
2015,Batman Unlimited: Animal Instincts,19.042,119,NOT_POPULAR,Action
2015,Batman Unlimited: Animal Instincts,19.042,119,NOT_POPULAR,Animation
2015,Batman Unlimited: Animal Instincts,19.042,119,NOT_POPULAR,Family
2014,Extraterrestrial,19.042,393,NOT_POPULAR,Horror
2014,Extraterrestrial,19.042,393,NOT_POPULAR,Science Fiction
1999,All About My Mother,19.042,1409,POPULAR,Comedy
1999,All About My Mother,19.042,1409,POPULAR,Drama
2015,Beyond the Boundary: I'll Be Here – Future,19.041,62,POPULAR,Animation
2015,Beyond the Boundary: I'll Be Here – Future,19.041,62,POPULAR,Action
2015,Beyond the Boundary: I'll Be Here – Future,19.041,62,POPULAR,Fantasy
2015,Beyond the Boundary: I'll Be Here – Future,19.041,62,POPULAR,Drama
2015,Beyond the Boundary: I'll Be Here – Future,19.041,62,POPULAR,Comedy
2009,Armored,19.039,512,NOT_POPULAR,Action
2009,Armored,19.039,512,NOT_POPULAR,Crime
2009,Armored,19.039,512,NOT_POPULAR,Drama
2009,Armored,19.039,512,NOT_POPULAR,Thriller
2009,Armored,19.039,512,NOT_POPULAR,Mystery
2021,The Women and the Murderer,19.037,18,BELOW_AVERAGE,Documentary
2021,The Women and the Murderer,19.037,18,BELOW_AVERAGE,Crime
2020,Welcome to Sudden Death,19.037,231,BELOW_AVERAGE,Action
2013,Blue Is the Warmest Color,19.035,3787,AVERAGE,Romance
2013,Blue Is the Warmest Color,19.035,3787,AVERAGE,Drama
1989,A Nightmare on Elm Street: The Dream Child,19.03,901,NOT_POPULAR,Horror
