Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2016,Dirty Grandpa,56.129,3718,NOT_POPULAR,Comedy
2015,The Lion Guard: Return of the Roar,56.128,824,BELOW_AVERAGE,Family
2015,The Lion Guard: Return of the Roar,56.128,824,BELOW_AVERAGE,TV Movie
2015,The Lion Guard: Return of the Roar,56.128,824,BELOW_AVERAGE,Animation
2017,The Emoji Movie,56.122,2487,NOT_POPULAR,Animation
2017,The Emoji Movie,56.122,2487,NOT_POPULAR,Family
2017,The Emoji Movie,56.122,2487,NOT_POPULAR,Comedy
2016,One Piece Film: GOLD,56.06,324,POPULAR,Action
2016,One Piece Film: GOLD,56.06,324,POPULAR,Animation
2016,One Piece Film: GOLD,56.06,324,POPULAR,Adventure
2016,One Piece Film: GOLD,56.06,324,POPULAR,Comedy
1985,Rocky IV,56.051,3362,AVERAGE,Drama
2010,Batman: Under the Red Hood,56.038,1228,POPULAR,Science Fiction
2010,Batman: Under the Red Hood,56.038,1228,POPULAR,Crime
2010,Batman: Under the Red Hood,56.038,1228,POPULAR,Action
2010,Batman: Under the Red Hood,56.038,1228,POPULAR,Animation
2010,Batman: Under the Red Hood,56.038,1228,POPULAR,Mystery
2006,Brother Bear 2,56.015,1190,AVERAGE,Adventure
2006,Brother Bear 2,56.015,1190,AVERAGE,Animation
2006,Brother Bear 2,56.015,1190,AVERAGE,Family
2000,Scream 3,56.004,2436,NOT_POPULAR,Horror
2000,Scream 3,56.004,2436,NOT_POPULAR,Mystery
2000,Chicken Run,55.993,3948,AVERAGE,Animation
2000,Chicken Run,55.993,3948,AVERAGE,Comedy
2000,Chicken Run,55.993,3948,AVERAGE,Family
2020,The Doorman,55.98,275,NOT_POPULAR,Action
2020,The Doorman,55.98,275,NOT_POPULAR,Thriller
2021,Maya the Bee: The Golden Orb,55.968,67,AVERAGE,Adventure
2021,Maya the Bee: The Golden Orb,55.968,67,AVERAGE,Animation
2021,Maya the Bee: The Golden Orb,55.968,67,AVERAGE,Family
1975,Jaws,55.944,8169,POPULAR,Horror
1975,Jaws,55.944,8169,POPULAR,Thriller
1975,Jaws,55.944,8169,POPULAR,Adventure
2009,Night at the Museum: Battle of the Smithsonian,55.924,5760,BELOW_AVERAGE,Adventure
2009,Night at the Museum: Battle of the Smithsonian,55.924,5760,BELOW_AVERAGE,Fantasy
2009,Night at the Museum: Battle of the Smithsonian,55.924,5760,BELOW_AVERAGE,Action
2009,Night at the Museum: Battle of the Smithsonian,55.924,5760,BELOW_AVERAGE,Comedy
2009,Night at the Museum: Battle of the Smithsonian,55.924,5760,BELOW_AVERAGE,Family
2009,Dragonball Evolution,55.831,1623,NOT_POPULAR,Action
2009,Dragonball Evolution,55.831,1623,NOT_POPULAR,Adventure
2009,Dragonball Evolution,55.831,1623,NOT_POPULAR,Fantasy
2009,Dragonball Evolution,55.831,1623,NOT_POPULAR,Science Fiction
2009,Dragonball Evolution,55.831,1623,NOT_POPULAR,Thriller
2021,Sharkdog’s Fintastic Halloween,55.817,4,NOT_POPULAR,Animation
2021,Sharkdog’s Fintastic Halloween,55.817,4,NOT_POPULAR,Fantasy
2021,Sharkdog’s Fintastic Halloween,55.817,4,NOT_POPULAR,Family
2013,The Call,55.79,2448,AVERAGE,Crime
2013,The Call,55.79,2448,AVERAGE,Thriller
2020,Mariposa,55.774,3,POPULAR,Drama
2020,Mariposa,55.774,3,POPULAR,Romance
1995,Bad Boys,55.763,5088,AVERAGE,Action
1995,Bad Boys,55.763,5088,AVERAGE,Comedy
1995,Bad Boys,55.763,5088,AVERAGE,Crime
1995,Bad Boys,55.763,5088,AVERAGE,Thriller
2019,Sijjin 6,55.733,33,NOT_POPULAR,Horror
2016,The Mermaid,55.695,250,BELOW_AVERAGE,Comedy
2016,The Mermaid,55.695,250,BELOW_AVERAGE,Fantasy
2016,The Mermaid,55.695,250,BELOW_AVERAGE,Romance
1988,My Neighbor Totoro,55.688,5988,POPULAR,Fantasy
1988,My Neighbor Totoro,55.688,5988,POPULAR,Animation
1988,My Neighbor Totoro,55.688,5988,POPULAR,Family
1997,Men in Black,55.679,11431,POPULAR,Action
1997,Men in Black,55.679,11431,POPULAR,Adventure
1997,Men in Black,55.679,11431,POPULAR,Comedy
1997,Men in Black,55.679,11431,POPULAR,Science Fiction
2010,El Infierno,55.638,413,POPULAR,Drama
2010,El Infierno,55.638,413,POPULAR,Crime
2010,El Infierno,55.638,413,POPULAR,Comedy
2003,Ong Bak: Muay Thai Warrior,55.636,1310,AVERAGE,Action
2003,Ong Bak: Muay Thai Warrior,55.636,1310,AVERAGE,Thriller
1993,The Beverly Hillbillies,55.619,405,BELOW_AVERAGE,Comedy
1979,Alien,55.614,11421,POPULAR,Horror
1979,Alien,55.614,11421,POPULAR,Science Fiction
2015,Fantastic Four,55.59,5078,NOT_POPULAR,Action
2015,Fantastic Four,55.59,5078,NOT_POPULAR,Adventure
2015,Fantastic Four,55.59,5078,NOT_POPULAR,Science Fiction
2019,The Curse of La Llorona,55.585,1865,NOT_POPULAR,Horror
2019,The Curse of La Llorona,55.585,1865,NOT_POPULAR,Thriller
2018,Den of Thieves,55.498,2269,AVERAGE,Action
2018,Den of Thieves,55.498,2269,AVERAGE,Thriller
2018,Den of Thieves,55.498,2269,AVERAGE,Crime
2004,Home on the Range,55.377,1627,BELOW_AVERAGE,Animation
2004,Home on the Range,55.377,1627,BELOW_AVERAGE,Family
1994,Pulp Fiction,55.352,22733,POPULAR,Thriller
1994,Pulp Fiction,55.352,22733,POPULAR,Crime
2010,The Other Guys,55.328,3321,BELOW_AVERAGE,Comedy
2010,The Other Guys,55.328,3321,BELOW_AVERAGE,Action
2010,The Other Guys,55.328,3321,BELOW_AVERAGE,Crime
2011,Soul Surfer,55.316,1020,AVERAGE,Family
2011,Soul Surfer,55.316,1020,AVERAGE,Drama
2015,Bāhubali: The Beginning,55.301,555,POPULAR,Action
2015,Bāhubali: The Beginning,55.301,555,POPULAR,Drama
2018,Pokémon the Movie: The Power of Us,55.229,139,AVERAGE,Animation
2018,Pokémon the Movie: The Power of Us,55.229,139,AVERAGE,Family
2018,Pokémon the Movie: The Power of Us,55.229,139,AVERAGE,Adventure
2018,Pokémon the Movie: The Power of Us,55.229,139,AVERAGE,Fantasy
1993,Schindler's List,55.225,12474,POPULAR,Drama
1993,Schindler's List,55.225,12474,POPULAR,History
1993,Schindler's List,55.225,12474,POPULAR,War
2014,Noah,55.213,5292,NOT_POPULAR,Drama
2014,Noah,55.213,5292,NOT_POPULAR,Adventure
2012,The Three Stooges,55.137,435,NOT_POPULAR,Comedy
2004,The Polar Express,55.134,5013,AVERAGE,Animation
2004,The Polar Express,55.134,5013,AVERAGE,Family
2004,The Polar Express,55.134,5013,AVERAGE,Adventure
2004,The Polar Express,55.134,5013,AVERAGE,Fantasy
2004,The Polar Express,55.134,5013,AVERAGE,Comedy
2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,AVERAGE,Family
2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,AVERAGE,Adventure
2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,AVERAGE,Animation
2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,AVERAGE,Action
2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,AVERAGE,Fantasy
2019,Tall Girl,55.065,1578,BELOW_AVERAGE,Comedy
2019,Tall Girl,55.065,1578,BELOW_AVERAGE,Drama
2019,Tall Girl,55.065,1578,BELOW_AVERAGE,Romance
2010,Shutter Island,55.023,19491,POPULAR,Drama
2010,Shutter Island,55.023,19491,POPULAR,Thriller
2010,Shutter Island,55.023,19491,POPULAR,Mystery
2004,Seed of Chucky,54.999,1154,NOT_POPULAR,Horror
2004,Seed of Chucky,54.999,1154,NOT_POPULAR,Comedy
2017,House of the Witch,54.976,113,NOT_POPULAR,Horror
2017,House of the Witch,54.976,113,NOT_POPULAR,TV Movie
2019,Freaks,54.974,822,AVERAGE,Science Fiction
2019,Freaks,54.974,822,AVERAGE,Thriller
2019,Freaks,54.974,822,AVERAGE,Drama
2019,Freaks,54.974,822,AVERAGE,Mystery
2004,Mulan II,54.951,1929,BELOW_AVERAGE,Animation
2004,Mulan II,54.951,1929,BELOW_AVERAGE,Comedy
2004,Mulan II,54.951,1929,BELOW_AVERAGE,Family
2004,Mulan II,54.951,1929,BELOW_AVERAGE,Action
2021,Madres,54.915,50,BELOW_AVERAGE,Horror
2021,Instructions for Su,54.907,76,POPULAR,Comedy
2021,Instructions for Su,54.907,76,POPULAR,Drama
2010,Kick-Ass,54.899,9966,AVERAGE,Action
2010,Kick-Ass,54.899,9966,AVERAGE,Crime
2007,Enchanted,54.877,4515,AVERAGE,Comedy
2007,Enchanted,54.877,4515,AVERAGE,Family
2007,Enchanted,54.877,4515,AVERAGE,Fantasy
2007,Enchanted,54.877,4515,AVERAGE,Romance
2012,The Watch,54.873,1905,NOT_POPULAR,Comedy
2012,The Watch,54.873,1905,NOT_POPULAR,Action
2012,The Watch,54.873,1905,NOT_POPULAR,Science Fiction
2001,Sex and Lucía,54.84,386,AVERAGE,Drama
2001,Sex and Lucía,54.84,386,AVERAGE,Romance
2003,Final Destination 2,54.819,3104,BELOW_AVERAGE,Horror
2003,Final Destination 2,54.819,3104,BELOW_AVERAGE,Mystery
2010,Flipped,54.818,2050,POPULAR,Romance
2010,Flipped,54.818,2050,POPULAR,Drama
2006,Naruto: Guardians of the Crescent Moon Kingdom,54.766,235,AVERAGE,Adventure
2006,Naruto: Guardians of the Crescent Moon Kingdom,54.766,235,AVERAGE,Animation
2006,Naruto: Guardians of the Crescent Moon Kingdom,54.766,235,AVERAGE,Action
2011,Seeking Justice,54.742,808,NOT_POPULAR,Action
2011,Seeking Justice,54.742,808,NOT_POPULAR,Drama
2011,Seeking Justice,54.742,808,NOT_POPULAR,Thriller
2010,The Losers,54.632,1399,BELOW_AVERAGE,Action
2010,The Losers,54.632,1399,BELOW_AVERAGE,Adventure
2010,The Losers,54.632,1399,BELOW_AVERAGE,Crime
2010,The Losers,54.632,1399,BELOW_AVERAGE,Mystery
2010,The Losers,54.632,1399,BELOW_AVERAGE,Thriller
2021,Together Together,54.514,70,AVERAGE,Comedy
2009,He's Just Not That Into You,54.498,3030,BELOW_AVERAGE,Comedy
2009,He's Just Not That Into You,54.498,3030,BELOW_AVERAGE,Romance
2009,He's Just Not That Into You,54.498,3030,BELOW_AVERAGE,Drama
2010,The Man from Nowhere,54.492,956,POPULAR,Action
2010,The Man from Nowhere,54.492,956,POPULAR,Thriller
2010,The Man from Nowhere,54.492,956,POPULAR,Crime
2007,Ocean's Thirteen,54.487,5196,AVERAGE,Crime
2007,Ocean's Thirteen,54.487,5196,AVERAGE,Thriller
2007,Paranormal Activity,54.486,4093,BELOW_AVERAGE,Horror
2007,Paranormal Activity,54.486,4093,BELOW_AVERAGE,Mystery
2020,Extraction,54.35,4369,POPULAR,Drama
2020,Extraction,54.35,4369,POPULAR,Action
2020,Extraction,54.35,4369,POPULAR,Thriller
2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,NOT_POPULAR,Comedy
2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,NOT_POPULAR,Family
2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,NOT_POPULAR,Animation
2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,NOT_POPULAR,Fantasy
2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,NOT_POPULAR,Music
2021,The Match,54.297,21,BELOW_AVERAGE,Drama
2021,The Match,54.297,21,BELOW_AVERAGE,History
2021,The Hating Game,54.241,298,POPULAR,Comedy
2021,The Hating Game,54.241,298,POPULAR,Romance
2016,Mechanic: Resurrection,54.185,2696,NOT_POPULAR,Action
2016,Mechanic: Resurrection,54.185,2696,NOT_POPULAR,Crime
2016,Mechanic: Resurrection,54.185,2696,NOT_POPULAR,Thriller
2021,A Dog Named Palma,54.137,122,POPULAR,Family
2021,A Dog Named Palma,54.137,122,POPULAR,Romance
1990,Pretty Woman,54.134,6268,POPULAR,Romance
1990,Pretty Woman,54.134,6268,POPULAR,Comedy
2016,Warcraft,54.12,5675,BELOW_AVERAGE,Action
2016,Warcraft,54.12,5675,BELOW_AVERAGE,Adventure
2016,Warcraft,54.12,5675,BELOW_AVERAGE,Fantasy
2019,Dora and the Lost City of Gold,54.107,1366,AVERAGE,Adventure
2019,Dora and the Lost City of Gold,54.107,1366,AVERAGE,Comedy
2019,Dora and the Lost City of Gold,54.107,1366,AVERAGE,Family
2007,Aliens vs Predator: Requiem,54.012,2144,NOT_POPULAR,Fantasy
2007,Aliens vs Predator: Requiem,54.012,2144,NOT_POPULAR,Action
2007,Aliens vs Predator: Requiem,54.012,2144,NOT_POPULAR,Science Fiction
2007,Aliens vs Predator: Requiem,54.012,2144,NOT_POPULAR,Thriller
2007,Aliens vs Predator: Requiem,54.012,2144,NOT_POPULAR,Horror
2019,Tod@s Caen,53.988,419,POPULAR,Comedy
2019,The Addams Family,53.976,1734,AVERAGE,Family
2019,The Addams Family,53.976,1734,AVERAGE,Animation
2019,The Addams Family,53.976,1734,AVERAGE,Comedy
2005,The Adventures of Sharkboy and Lavagirl,53.952,1169,NOT_POPULAR,Adventure
2005,The Adventures of Sharkboy and Lavagirl,53.952,1169,NOT_POPULAR,Family
2005,The Adventures of Sharkboy and Lavagirl,53.952,1169,NOT_POPULAR,Science Fiction
2018,Sicario: Day of the Soldado,53.927,2678,AVERAGE,Action
2018,Sicario: Day of the Soldado,53.927,2678,AVERAGE,Crime
2018,Sicario: Day of the Soldado,53.927,2678,AVERAGE,Drama
2018,Sicario: Day of the Soldado,53.927,2678,AVERAGE,Thriller
2020,Wotakoi: Love is Hard for Otaku,53.814,37,AVERAGE,Comedy
2020,Wotakoi: Love is Hard for Otaku,53.814,37,AVERAGE,Romance
2015,The Last Witch Hunter,53.805,3069,NOT_POPULAR,Fantasy
2015,The Last Witch Hunter,53.805,3069,NOT_POPULAR,Action
2015,The Last Witch Hunter,53.805,3069,NOT_POPULAR,Adventure
2015,The Last Witch Hunter,53.805,3069,NOT_POPULAR,Science Fiction
2009,Hannah Montana: The Movie,53.768,1712,AVERAGE,Comedy
2009,Hannah Montana: The Movie,53.768,1712,AVERAGE,Drama
2009,Hannah Montana: The Movie,53.768,1712,AVERAGE,Family
2009,Hannah Montana: The Movie,53.768,1712,AVERAGE,Music
2009,Hannah Montana: The Movie,53.768,1712,AVERAGE,Romance
2011,Chunin Exam on Fire! and Naruto vs. Konohamaru!,53.763,20,POPULAR,Animation
2011,Chunin Exam on Fire! and Naruto vs. Konohamaru!,53.763,20,POPULAR,Action
2009,Princess Protection Program,53.754,1472,AVERAGE,Family
2009,Princess Protection Program,53.754,1472,AVERAGE,TV Movie
2009,Princess Protection Program,53.754,1472,AVERAGE,Comedy
2009,Princess Protection Program,53.754,1472,AVERAGE,Drama
2004,Spider-Man 2,53.75,12315,POPULAR,Action
2004,Spider-Man 2,53.75,12315,POPULAR,Adventure
2004,Spider-Man 2,53.75,12315,POPULAR,Fantasy
2022,How I Fell in Love with a Gangster,53.747,113,AVERAGE,Crime
2022,How I Fell in Love with a Gangster,53.747,113,AVERAGE,Drama
2010,Sex and the City 2,53.747,1369,BELOW_AVERAGE,Comedy
2010,Sex and the City 2,53.747,1369,BELOW_AVERAGE,Drama
2010,Sex and the City 2,53.747,1369,BELOW_AVERAGE,Romance
2016,The 5th Wave,53.719,5037,NOT_POPULAR,Science Fiction
2016,The 5th Wave,53.719,5037,NOT_POPULAR,Adventure
2016,The 5th Wave,53.719,5037,NOT_POPULAR,Action
2014,Seventh Son,53.695,2139,NOT_POPULAR,Adventure
2014,Seventh Son,53.695,2139,NOT_POPULAR,Fantasy
2007,Saw IV,53.656,2878,BELOW_AVERAGE,Horror
2007,Saw IV,53.656,2878,BELOW_AVERAGE,Thriller
2007,Saw IV,53.656,2878,BELOW_AVERAGE,Crime
2016,The Ten Commandments: The Movie,53.618,243,POPULAR,Drama
2006,Saw III,53.609,3450,BELOW_AVERAGE,Horror
2006,Saw III,53.609,3450,BELOW_AVERAGE,Thriller
2006,Saw III,53.609,3450,BELOW_AVERAGE,Crime
2013,R.I.P.D.,53.6,3137,NOT_POPULAR,Fantasy
2013,R.I.P.D.,53.6,3137,NOT_POPULAR,Action
2013,R.I.P.D.,53.6,3137,NOT_POPULAR,Comedy
2013,R.I.P.D.,53.6,3137,NOT_POPULAR,Crime
2017,Kuroko's Basketball the Movie: Last Game,53.593,75,POPULAR,Animation
2015,War Room,53.592,351,POPULAR,Drama
2015,War Room,53.592,351,POPULAR,Romance
2017,Kizumonogatari Part 3: Reiketsu,53.544,136,POPULAR,Animation
2017,Kizumonogatari Part 3: Reiketsu,53.544,136,POPULAR,Fantasy
2017,Kizumonogatari Part 3: Reiketsu,53.544,136,POPULAR,Mystery
2021,The Hand of God,53.536,1029,POPULAR,Drama
2009,Legally Blondes,53.5,212,NOT_POPULAR,Comedy
2002,Treasure Planet,53.494,3264,POPULAR,Adventure
2002,Treasure Planet,53.494,3264,POPULAR,Animation
2002,Treasure Planet,53.494,3264,POPULAR,Family
2002,Treasure Planet,53.494,3264,POPULAR,Fantasy
2002,Treasure Planet,53.494,3264,POPULAR,Science Fiction
2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,NOT_POPULAR,Animation
2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,NOT_POPULAR,TV Movie
2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,NOT_POPULAR,Action
2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,NOT_POPULAR,Comedy
2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,NOT_POPULAR,Fantasy
2018,Hereditary,53.432,5610,POPULAR,Horror
2018,Hereditary,53.432,5610,POPULAR,Mystery
2018,Hereditary,53.432,5610,POPULAR,Thriller
2021,Flora & Ulysses,53.402,179,AVERAGE,Family
2021,Flora & Ulysses,53.402,179,AVERAGE,Adventure
2021,Flora & Ulysses,53.402,179,AVERAGE,Comedy
2021,Flora & Ulysses,53.402,179,AVERAGE,Fantasy
2021,Here Today,53.319,93,POPULAR,Comedy
2021,Here Today,53.319,93,POPULAR,Drama
2020,The Babysitter: Killer Queen,53.304,1046,BELOW_AVERAGE,Comedy
2020,The Babysitter: Killer Queen,53.304,1046,BELOW_AVERAGE,Horror
2013,Evil Dead,53.261,3595,BELOW_AVERAGE,Horror
2010,Machete,53.258,2659,BELOW_AVERAGE,Action
2010,Machete,53.258,2659,BELOW_AVERAGE,Comedy
2010,Machete,53.258,2659,BELOW_AVERAGE,Thriller
2020,Sputnik,53.249,454,BELOW_AVERAGE,Science Fiction
2020,Sputnik,53.249,454,BELOW_AVERAGE,Drama
2020,Sputnik,53.249,454,BELOW_AVERAGE,Horror
2018,Hunter Killer,53.246,1660,AVERAGE,Action
2018,Hunter Killer,53.246,1660,AVERAGE,Thriller
2016,Ballerina,53.187,1582,POPULAR,Animation
2016,Ballerina,53.187,1582,POPULAR,Adventure
2016,Ballerina,53.187,1582,POPULAR,Comedy
2016,Ballerina,53.187,1582,POPULAR,Family
2007,Fantastic Four: Rise of the Silver Surfer,53.179,6657,NOT_POPULAR,Adventure
2007,Fantastic Four: Rise of the Silver Surfer,53.179,6657,NOT_POPULAR,Fantasy
2007,Fantastic Four: Rise of the Silver Surfer,53.179,6657,NOT_POPULAR,Action
2007,Fantastic Four: Rise of the Silver Surfer,53.179,6657,NOT_POPULAR,Thriller
2020,Flashback,53.157,182,BELOW_AVERAGE,Thriller
2020,Flashback,53.157,182,BELOW_AVERAGE,Horror
2011,Friends with Benefits,53.144,6705,AVERAGE,Romance
2011,Friends with Benefits,53.144,6705,AVERAGE,Comedy
2021,War of Likes,53.125,224,POPULAR,Comedy
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,BELOW_AVERAGE,Action
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,BELOW_AVERAGE,Adventure
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,BELOW_AVERAGE,Comedy
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,BELOW_AVERAGE,Family
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,BELOW_AVERAGE,Science Fiction
2015,The Revenant,53.111,15554,POPULAR,Western
2015,The Revenant,53.111,15554,POPULAR,Drama
2015,The Revenant,53.111,15554,POPULAR,Adventure
2014,The Fault in Our Stars,53.11,9866,POPULAR,Romance
2014,The Fault in Our Stars,53.11,9866,POPULAR,Drama
2019,School-Live!,53.087,14,AVERAGE,Horror
2019,School-Live!,53.087,14,AVERAGE,Action
2004,Ella Enchanted,52.965,1524,BELOW_AVERAGE,Family
2004,Ella Enchanted,52.965,1524,BELOW_AVERAGE,Fantasy
2004,Ella Enchanted,52.965,1524,BELOW_AVERAGE,Comedy
1988,Dead Heat,52.956,126,BELOW_AVERAGE,Action
1988,Dead Heat,52.956,126,BELOW_AVERAGE,Horror
1988,Dead Heat,52.956,126,BELOW_AVERAGE,Science Fiction
1988,Dead Heat,52.956,126,BELOW_AVERAGE,Thriller
2014,Dumb and Dumber To,52.931,2625,NOT_POPULAR,Comedy
2014,Tinker Bell and the Pirate Fairy,52.89,777,AVERAGE,Animation
2014,Tinker Bell and the Pirate Fairy,52.89,777,AVERAGE,Family
2008,Tropic Thunder,52.883,4778,AVERAGE,Action
2008,Tropic Thunder,52.883,4778,AVERAGE,Comedy
2008,Tropic Thunder,52.883,4778,AVERAGE,Adventure
2008,Tropic Thunder,52.883,4778,AVERAGE,War
2021,Super Monsters: Once Upon a Rhyme,52.867,60,BELOW_AVERAGE,Animation
2014,The Last Survivors,52.818,162,BELOW_AVERAGE,Horror
2014,The Last Survivors,52.818,162,BELOW_AVERAGE,Thriller
2014,The Last Survivors,52.818,162,BELOW_AVERAGE,Action
1984,Ghostbusters,52.817,7194,POPULAR,Comedy
1984,Ghostbusters,52.817,7194,POPULAR,Fantasy
2021,The Mad Women's Ball,52.807,174,POPULAR,Drama
2021,The Mad Women's Ball,52.807,174,POPULAR,Thriller
2021,The Mad Women's Ball,52.807,174,POPULAR,History
2016,The Jungle Book,52.796,7026,AVERAGE,Family
2016,The Jungle Book,52.796,7026,AVERAGE,Adventure
2016,The Jungle Book,52.796,7026,AVERAGE,Drama
2016,The Jungle Book,52.796,7026,AVERAGE,Fantasy
2019,Naruto to Boruto: The Live 2019,52.778,20,AVERAGE,Documentary
2012,Snow White and the Huntsman,52.777,6916,BELOW_AVERAGE,Adventure
2012,Snow White and the Huntsman,52.777,6916,BELOW_AVERAGE,Fantasy
2012,Snow White and the Huntsman,52.777,6916,BELOW_AVERAGE,Drama
2021,The Princess Switch 3: Romancing the Star,52.763,279,AVERAGE,Romance
2021,The Princess Switch 3: Romancing the Star,52.763,279,AVERAGE,Comedy
2014,The Interview,52.761,4824,BELOW_AVERAGE,Action
2014,The Interview,52.761,4824,BELOW_AVERAGE,Comedy
2008,Marley & Me,52.759,3892,POPULAR,Comedy
2008,Marley & Me,52.759,3892,POPULAR,Family
2009,The Blind Side,52.743,4967,POPULAR,Drama
2014,The Imitation Game,52.741,14390,POPULAR,History
2014,The Imitation Game,52.741,14390,POPULAR,Drama
2014,The Imitation Game,52.741,14390,POPULAR,Thriller
2014,The Imitation Game,52.741,14390,POPULAR,War
2018,Truth or Dare,52.706,3424,BELOW_AVERAGE,Thriller
2018,Truth or Dare,52.706,3424,BELOW_AVERAGE,Horror
2016,The Angry Birds Movie,52.701,2948,BELOW_AVERAGE,Animation
2016,The Angry Birds Movie,52.701,2948,BELOW_AVERAGE,Adventure
2016,The Angry Birds Movie,52.701,2948,BELOW_AVERAGE,Comedy
1991,Boyz n the Hood,52.687,1406,POPULAR,Drama
1991,Boyz n the Hood,52.687,1406,POPULAR,Crime
2009,Friday the 13th,52.65,1977,NOT_POPULAR,Horror
1996,Bordello of Blood,52.626,270,NOT_POPULAR,Horror
1996,Bordello of Blood,52.626,270,NOT_POPULAR,Comedy
2005,Pride & Prejudice,52.622,6348,POPULAR,Drama
2005,Pride & Prejudice,52.622,6348,POPULAR,Romance
2017,The Lost City of Z,52.565,2315,BELOW_AVERAGE,Adventure
2017,The Lost City of Z,52.565,2315,BELOW_AVERAGE,Drama
2017,The Lost City of Z,52.565,2315,BELOW_AVERAGE,History
2009,3 Idiots,52.46,1789,POPULAR,Drama
2009,3 Idiots,52.46,1789,POPULAR,Comedy
1984,The NeverEnding Story,52.458,3210,POPULAR,Drama
1984,The NeverEnding Story,52.458,3210,POPULAR,Family
1984,The NeverEnding Story,52.458,3210,POPULAR,Fantasy
1984,The NeverEnding Story,52.458,3210,POPULAR,Adventure
1982,First Blood,52.454,4836,POPULAR,Action
1982,First Blood,52.454,4836,POPULAR,Adventure
1982,First Blood,52.454,4836,POPULAR,Thriller
1982,First Blood,52.454,4836,POPULAR,War
1984,The Terminator,52.452,10257,POPULAR,Action
1984,The Terminator,52.452,10257,POPULAR,Thriller
1984,The Terminator,52.452,10257,POPULAR,Science Fiction
2020,365 Days,52.418,6540,AVERAGE,Drama
2020,365 Days,52.418,6540,AVERAGE,Romance
2019,The Jack in the Box,52.371,134,NOT_POPULAR,Horror
2015,Focus,52.358,6594,AVERAGE,Romance
2015,Focus,52.358,6594,AVERAGE,Comedy
2015,Focus,52.358,6594,AVERAGE,Crime
2015,Focus,52.358,6594,AVERAGE,Drama
2004,Mean Girls,52.352,7066,POPULAR,Comedy
2016,Gods of Egypt,52.345,3399,NOT_POPULAR,Action
2016,Gods of Egypt,52.345,3399,NOT_POPULAR,Adventure
2016,Gods of Egypt,52.345,3399,NOT_POPULAR,Fantasy
2019,Abominable,52.312,1594,POPULAR,Family
2019,Abominable,52.312,1594,POPULAR,Animation
2019,Abominable,52.312,1594,POPULAR,Adventure
2019,Abominable,52.312,1594,POPULAR,Comedy
2021,To All the Boys: Always and Forever,52.263,1522,POPULAR,Romance
2021,To All the Boys: Always and Forever,52.263,1522,POPULAR,Comedy
2021,To All the Boys: Always and Forever,52.263,1522,POPULAR,Drama
2021,Endangered Species,52.255,109,BELOW_AVERAGE,Thriller
2021,Endangered Species,52.255,109,BELOW_AVERAGE,Action
2017,Get Out,52.229,13883,POPULAR,Mystery
2017,Get Out,52.229,13883,POPULAR,Thriller
2017,Get Out,52.229,13883,POPULAR,Horror
2012,Safe,52.198,1935,BELOW_AVERAGE,Action
2012,Safe,52.198,1935,BELOW_AVERAGE,Crime
2012,Safe,52.198,1935,BELOW_AVERAGE,Thriller
2009,Year One,52.174,1499,NOT_POPULAR,Comedy
2009,Year One,52.174,1499,NOT_POPULAR,Adventure
2017,Ghost in the Shell,52.091,6942,BELOW_AVERAGE,Science Fiction
2017,Ghost in the Shell,52.091,6942,BELOW_AVERAGE,Action
2013,Riddick,52.089,3378,BELOW_AVERAGE,Science Fiction
2013,Riddick,52.089,3378,BELOW_AVERAGE,Action
2013,Riddick,52.089,3378,BELOW_AVERAGE,Thriller
2015,The Anthem of the Heart,52.066,284,POPULAR,Animation
2015,The Anthem of the Heart,52.066,284,POPULAR,Drama
2015,The Anthem of the Heart,52.066,284,POPULAR,Music
2015,The Anthem of the Heart,52.066,284,POPULAR,Romance
2010,Barbie: A Fashion Fairytale,52.037,578,POPULAR,Family
2010,Barbie: A Fashion Fairytale,52.037,578,POPULAR,Animation
2002,Spy Kids 2: The Island of Lost Dreams,52.008,1740,NOT_POPULAR,Action
2002,Spy Kids 2: The Island of Lost Dreams,52.008,1740,NOT_POPULAR,Adventure
2002,Spy Kids 2: The Island of Lost Dreams,52.008,1740,NOT_POPULAR,Family
